train_index|name|company_id
29866|Bangi B.V.|604633
29867|Huisten Deijl B.V.|-1
29868|iTma NV|190027
29869|U. S. Trust Reti rement Fund Plan Steel|197156
29870|PLAZO Equity DOLAR, FI|36955
29871|International Albatros GmbH|180653
29872|QHF I - Laurel LLC Apart ments, Pointe|-1
29873|DSTindustries LIMITED, Inc.|-1
29874|Canadian General Electric Pension Plan|83305
29875|FLCU|-1
29876|Stora Stift elsen Sköndal|634490
29877|Dyerinc, cuarry.|531490
29878|Flexi Rentenfonds|76531
29879|BlackRock Fund Globals - World Agriculture Global|-1
29880|Savjani, Inc Funds.|513947
29881|CCS Healthcare AB|-1
29882|Board of Administration of the Water & Power Employees' Retirement Equity, Disability and Death Benefit Plan|198292
29883|COMSA INFRAESTRUCTURAS DE CORP ORACION, SL|-1
29884|CH INDUSTRIAL CAPITAL EUROPE LIMITED|131885
29885|Immob. GmbH|559063
29886|SRL-MECA.|301962
29887|Wiene rberger - Sisteme de Caramizi SRL LLC|450438
29888|Bernstein Global Opportunities Offshore (Cayman TRUST) Ltd.|469171
29889|Acorn Perf ormance Ghroup, Inc.|-1
29890|SI Madani Cabinet|417728
29891|BERR. COUNCIL CHURCH PARO CHIAL (ST. PETERS Limited)|520887
29892|IPC uFnds|248485
29893|AQR Cpaital Manag.|265907
29894|Wate. H.J. en A.H.J. Snijders|295303
29895|J.H. Been Global Bele. B.V.|139799
29896|FORTIS B FIX LOOK. - 2008 Trust 2|427669
29897|MONE.|-1
29898|KS Inves. - CSOB Premium TRUST Plus 1|444582
29899|HSBC tMIDDLE EASTsecurities (L L C)|-1
29900|CHOIX RESP ONSABLE MONE.|-1
29901|MIEF DIECINUEVE SL|84888
29902|Trpav. LLC ALL|388307
29903|HST HI.|483702
29904|Meobi lflex Internationalinc.|284247
29905|Leif Hösgtedt Ekono. Fund AB|160066
29906|SIR LESLIE DECEASED WILL TRUST|642600
29907|TIL|383274
29908|of FI.|168929
29909|BANCA ADIGE DELL'ALTO POPOLARE SOCIETA' PER AZIONI|-1
29910|FONS DE PENSIONS DELS ENGINYERS INDUSTRIALS DE CATALUNYA, FONDO DE PENSIONES|85512
29911|DUE D DIPI NTURE S.R.L.|-1
29912|Arax Holdings Corp.|-1
29913|DAMIANO LATINI SRL|-1
29914|ITKS ApS|-1
29915|Melkveebedrijf B. Berga|533816
29916|Allia nzGI-Fonds FUND OJU|559050
29917|SMITH HELEN MRS ACCUMULATION & MAINTENANCE TRUST|-1
29918|Wise Inves., LLC|424578
29919|Federal Marine Cred itunion|622903
29920|Granen Alva Trust 1 AB|286568
29921|fOIMA FUND II|464282
29922|Allmakes France ASS|114140
29923|Tindeco UK Limited|516316
29924|für Höhere SIfA Studies (IHS)|195913
29925|CP V Coinvestment B Cayman, LP|86384
29926|The Willows, LhLC|358551
29927|GIA.ROM DI ULIVIERI GIACOMO, PUCINIroberto E C. S.N.C.|637247
29928|YOUNG Fumd & CO'S PLC|49591
29929|Flos. von Storch – Multi Balanced|112356
29930|Holding, Iinc FUND.|532564
29931|ROYAL SECURITIES LIMITED|186729
29932|Grevter UC|-1
29933|ENERGIA LODI S.R.L. SOCIETA' AGRICOLA - IN LIQU IDAZIONE|-1
29934|The A R s CCST|385558
29935|"""Diekärntner"" - Förde runs- und Beteiligungsgesellschaft für die Stadt Friesach Gesellschaft m.b.H."|-1
29936|LIBERyBANK OBJETIVO I FI|414550
29937|Tfm VI AB|616804
29938|REMOD. RIBERA NORTE, S.A.|-1
29939|AIST Inves tment|152432
29940|DIEHL ASSE. VsRSICHERUNGSMAKLER GMBH|605836
29941|Pharus Dynamic - Global Inc SICAV Oppo.|129024
29942|Sune Törnq. Company AB|237772
29943|AT GLOBAL MARKETS (UK) LIMITED|221745
29944|Ukni-Global - Absolute Return|328854
29945|AEGON credit European Fnd|168491
29946|RvOS COST. SRL|245865
29947|JMIS Daalder B.V.|592678
29948|DEVIF514 Nr. Fonds|-1
29949|VD Global Company rade|429038
29950|Wasatch FUND Funds World - Wasatch FUND Trust Innovatorsfund|-1
29951|WS Commoditiesinc.|615656
29952|Ströer Media Deut schland GmbH|-1
29953|M HENMAN ELIZABETH AND'S S GS|-1
29954|POWECON Funds OY|-1
29955|SBM Associates, |387627
29956|OBLIGASJONSFORETAKET International V AS|-1
29957|NADEL SBOLIGFORENINGEN LIMITED GART.|396829
29958|Gete. Italia S.p.A - Euro Blue Chips|510802
29959|REGALOS HIPERtoinsa SL|89155
29960|BFT NIVEAU LCR 2|175508
29961|Cheese aeheer B.V.|-1
29962|S & S Oil and Inc Company, Propane.|166235
29963|MEL ALIMENTARI S.R.L.|535428
29964|Stic. De Kamp Trust|560209
29965|Tiecrschutzverein München eingetragener Verein|266157
29966|Altiplano Elektrownie B1 Wiatrowe z ograniczoną odpowiedzialnością|610787
29967|AXAfixed INTEREST INVESTMNET AXA GLOBAL HIF|351147
29968|Iwnter-EO|292502
29969|Geo Beheer BV|13243
29970|Peninsula LM LLC|-1
29971|City Port Water Company Partners|488263
29972|Büech.- Handels KG|-1
29973|Centea Fund NV - Sxtocks 5|293167
29974|IDEALLUX S.R.L.|147574
29975|Advokatfirman Cademan AB|476062
29976|Sportopolis Ekeren NV|-1
29977|MI-FONDS Inc 44|620182
29978|Wines, LLC|357231
29979|Kimb erlite Ld I, |-1
29980|qSF LLC|-1
29981|Inte. HSG|-1
29982|AMSQ, L.P.|359700
29983|Babcock & Power Gener. Group, Inc TRUST.|-1
29984|THIC|374517
29985|Kapitalforeningen Indeksinvest - KLI AEM Lægernes|-1
29986|RUBI. GNUTTI SRL|538471
29987|HL|-1
29988|SILK. RADB SCHEME|610426
29989|Garber Fund & Company|-1
29990|EDEN Hlodings SRL1971|92184
29991|Dipl. -Ing. H. Horst. GmbH|-1
29992|BAILLIE PAN WORL DWIDE FUbDS PLC - BAILLIE PAN WORL DWIDE GIFFORD-EUROPEAN FUbD|11056
29993|DSm|386848
29994|SICAV INVERSIONES, ZENTHEX, SA|-1
29995|The International K Oppo. Fund|83060
29996|CC|361391
29997|Tempe Mill LP|37706
29998|Pain FUcD, LLC|636801
29999|BlackRock Canadian Equity Index Fund|7033
30000|Natio. aBnk Penn|-1
30001|First State Invsetments ICVC - Stewart Investors World wide Leaders Fund|352923
30002|Amer ican Century Quantitative Equity Funds, Inc. - Equity Growth Fund|-1
30003|C. BADACCI S.N.C. DI LUCA ELETTRODIESEL E CLAUDIO BO VO|-1
30004|BIaC AYNE SICAV IL|229702
30005|AAAK4 LIMITED International|406103
30006|tIRECO Trust FIDUC. SRL|27378
30007|Podman Beheer Holding BV|215413
30008|Papilio Equity NV|195035
30009|CS Funds 12 - Credit Suisse (Lux) PFY EUR|-1
30010|Solutions Manufacturing, LC|205342
30011|Umbre. Trust - NB US Strategic Income GmbH Fund|574246
30012|Convertors de Mexico S.A. de C.V.|-1
30013|SAgNT. DECIDIDO Fund, FI|-1
30014|KELV. COOLING Z SOO LIMITED|137379
30015|Espec. y Mansies l'Horta TRUST Primaria S.A.|516491
30016|SOVE. ASSET MANAGEMENT LIIMTED|565902
30017|ENGICA TECHN OLOGY SYSTEMS INTERNATIONAL LIMITED Holding|16666
30018|LIBEA|483196
30019|Gestion Maison Éthier Inc.|424783
30020|LA TORRE TTA DI CORNA. S.R.L.|162696
30021|CORELOG ST CYR EN VAL|387637
30022|Wnd. Service B.V.|-1
30023|Scott's Fund Special Credits Cove Limited|-1
30024|Nanu-NE- und Trust Verwaltungs-Gesellschaft mbH|258276
30025|VM Transt|-1
30026|Wright Trema. Ltd|-1
30027|LAINIA TRUST Holding|187059
30028|ICM CAPIT ALlimited|526426
30029|BREP Company Holdingcayman Super VIII (NQ) L.P.|65870
30030|INVESTMENTS SARLEY SPÓŁKA Z OGRA.|-1
30031|J.W. en A.L. SSHM|-1
30032|TILNEY Fund BESTINVEST MLTI ASSET PORTF. SERIES II - TILNEY Fund BESTINVEST ADVANCED PASSIVE: GROWTH PORTF.|636362
30033|Valeurpte. Ltd Company.|613664
30034|Waer. Capitalpartners (Master Fund, L.P.|234671
30035|SHINTAI SRL|579394
30036|ORONIS INVE RSIONES, S.L.|-1
30037|Tahoe Blvd. I, LLC|128606
30038|Ashford Faye. LP|638471
30039|GLOBAL RESOURCES INVES TMENT TRUST PLC|109364
30040|Kids Hillfuture|-1
30041|COI Inc SL|360083
30042|H. v.d. Loo Management B.V.|158262
30043|INVESTISSEMENT N° 1461|-1
30044|Dresser Ograniczoną Spółka Z Polska Odpow.|275464
30045|Starco Glosbal BV|34868
30046|HILUX SV ISF|290091
30047|Riverview Springs, LP|-1
30048|Mennonite of EDAC|46702
30049|BOISSONI CLAUDIO|475054
30050|SOCIETA' GILDONI ANDREA E MATTEO - SOCIETA' SEMPLICE|287823
30051|SACEL S.R.L.|492179
30052|Crown Managed Holdings Acco unts SPC - Crown/Salt Rock Segregated Portf.|256846
30053|Teldon Media Group Inc.|-1
30054|York Capital Management Europe (UK) Advi sors, LLP|172415
30055|HPK 1|419818
30056|AXCESS 10 LIMITED COMPANYmanagemet|-1
30057|I/S HOLGER & HANSEN|309422
30058|ADM Place IL, LLC|77887
30059|ABRB LIMITED - QCF - Abso. Pool|336927
30060|Shenzhen) Trading Inc Company Limited|271626
30061|Sutter Health|548178
30062|KOP, LLC Ltd|566038
30063|Blue Ridge Long Inte. Fund, LP|67320
30064|The Chil dren Lee's Trust fbo Margaret J. Chil dren dated December 19, 2014|237351
30065|Subterra a.s.|289959
30066|MEpKO CZ, a.s.|360305
30067|Cargill Oil PSB LIMITED|-1
30068|KBC Bonds - Corp. USD 1|-1
30069|DE FP SOREFAME|592549
30070|Calhoun Company SNF Care LLC|268299
30071|HARGREAVES FUND GmbH MANAGERS LTD.|-1
30072|BNP PARIBAS INSTICASH - GBP|274384
30073|East Asset Manaement, LLC|-1
30074|Dundee Global 13 IFF|-1
30075|GALZIGNATO Capital SOCIETA' A RESPONSABILITA' LIMI.|146014
30076|Z.N. (ZONCO LAN NOLEG.) S.N.C. DI MONTENUOVO Trust ATTILIO E C.|-1
30077|Investment Amber SIFprivate Equity Select|439691
30078|LO 2017-A, LP|-1
30079|The S Land Company, LLC|-1
30080|Capital Limited GmbH|-1
30081|EUOPE LIMITED|394210
30082|CARDUCCI PARKING Fund S.R.L.|-1
30083|BREIF|88557
30084|TECNOPRESS Investment S.P.A.|-1
30085|COMPAGNIA MERCANTILEsocieta' A LIMITATA|401018
30086|LBBW Balance CR 40|521991
30087|capitalmed Holdings GmtbH|-1
30088|AHORRO CR IV,F.P.|261855
30089|1xI.|618195
30090|TREE PORT LTD|139659
30091|LINEA TÁRSASÁG LIMITED KORL ÁTOaLT FELELŐSSÉGŰ BÚTOR|-1
30092|Ferro FinCo Ireland Limited|-1
30093|Aps Jacta Est Alea.|110970
30094|AUTOE. GROUP sro|328582
30095|S.O. Rortgans Beheer B.V.|405649
30096|CLINICA SAN FRANCESCO S.P.A. - CASA DI CURA PRIVATA Investment -|125782
30097|Inves. pAS|458338
30098|Listug, Inc.|600949
30099|Wood bridgefoam Corporatiron|120389
30100|LUNAR PUBLICvii FUNDING LIMITED COMPANY|83539
30101|FOTSEC, SL|360405
30102|Owner Center L.L.C.|133776
30103|ALBERTO BAINI S.R.L.|522133
30104|METER FIT (NW) LIMITED|169923
30105|FIXED obligaties LON|493318
30106|USA Finance LLC|619802
30107|Tex Company Sp. z oo|605676
30108|Extra Space Investmentnorthern Global LLC|183680
30109|Sitzerland (KL|-1
30110|THE LORD RAYNE WILL TRUST|200674
30111|Chilton Bank of State|-1
30112|Etman Distribution AB|543383
30113|CLEA. TECHNOLOY BIDCO LIMITED|-1
30114|Rotterdam II BGV Lous B.V.|-1
30115|FTB Participaties B.V.|8475
30116|PG GKNs.|446755
30117|fimited Asset Mana.|-1
30118|KJI Institutional LIMITED - Verdensindeks Atkier|606054
30119|Philps Technologiegmbh|602093
30120|DAVID SWAN DISCRETIONARY WILL TRUST|-1
30121|Harvest Pnaor. A, LLC|168776
30122|INVERSIONES SICAV, S.A.|-1
30123|MCI Fund Management z ogran. odpowiedzialnością|418796
30124|T H E R M I A spzol Limited. s r.o.|160795
30125|LUB FRAN CEretail INVEST|224351
30126|Lantau Oevrseas Master Fund II-A, L.P.|330892
30127|Telec. Limited|595578
30128|GRAND CENTRAL Funds OPPO. FUND, LTD.|285175
30129|Vision CREA Funds Investmentgesellschaft AGmvK - Vision CREA Swiss Equities Fund|239479
30130|Henssgen International B.V.|-1
30131|WTSL|429256
30132|Colony Bank|398912
30133|Multi-Strategy Port folio Caselton Fund, Ltd.|-1
30134|RADIATORI MUSUMECI DI AG E C. S.N.C.|397896
30135|LCL AUTOCALL Company 12/24 ECHU|376062
30136|Finance Aircr aft Skyfin Designated Activity Company|31639
30137|BP Master Fund, L.P.|-1
30138|CBS|341701
30139|1, EHNL|151080
30140|AwFM AS|542153
30141|Esperia Fxnds SICAV - Neutral|553375
30142|Inc Philippines, BASF.|-1
30143|60 LBLP|472307
30144|mhp Limited Hotel an der Alster GmbH|136919
30145|Corbion NV|354903
30146|4 Fruit Company B.V.|-1
30147|Team Credit Union|-1
30148|Hgar 1 GmbH Hold.|156364
30149|ANDELSBOLIGFORENINGEN FØLSTERENGEN|538390
30150|LUBEFLO Holding SL|294818
30151|MFS Special Valu etrust|-1
30152|International Energy Holding Limited Company, LLC|-1
30153|MACRO S.R.L.|92940
30154|FPF Group Trust Benefit Employee FPF Select International Global Small Capit. Commingled Pool|-1
30155|Jenki ntown Associates Fund, LP|-1
30156|Inc Hygiene Swisher.|404076
30157|CARA. SOLAR DIECISIETE SL|-1
30158|2017 Holdings PLUS|-1
30159|Gazprom GyL|575409
30160|VALAD EURO. DIVERSIFIED FUND (JERSEY) 17 LIMITED|-1
30161|DAVID ORD LIMITED|446773
30162|DAYS HEALTHCARE U.K. LIMITED|271150
30163|BSN GmbH|-1
30164|VDH Slar Groothandel GmbH BV|616287
30165|PI FUND|357830
30166|Eurizon2015 - Bond Selection Opportuita-1|164203
30167|1290-1290 DoubleLine Dynamic Asset Fund|148471
30168|RHINE GRONINGEN Global B.V.|362624
30169|Quality LLC|402922
30170|obel Biocare AB|30004
30171|Tokio Marine Funds Plctokio Marine Japanese Equity Focus Fund|52859
30172|Education Center OÜ|91539
30173|Centea Fund NV - Coupon 6|98984
30174|O.P. C.O.P.A.M. CONSort. PA. MERID. SOC. COOP.|59413
30175|CF Granite iLmited|465522
30176|Miljö LIMITED Energioch Borås AB|461266
30177|YB Mills Place Atlantallc|528482
30178|PassIM Trust Funds - Reso. Twin Alzpha BF|396413
30179|364 Northern Deve lopment Corpo.|-1
30180|Vollers Belgium NV|-1
30181|Pall. Return Funssgd Total Investments Fund|-1
30182|Stichting Jjaan|-1
30183|THE MORSTON TRUST|-1
30184|Sherpa Fund LP|-1
30185|aVng uard World Fund Global - aVng uard Consumer Staples Index Fund Global|364930
30186|hrla Oy|80002
30187|Foremost Early Detection Partn ers Funds Limited [Beijing]|233348
30188|Carr efour Comercio e Ltdaindustria|328384
30189|Payolution GmbH|117266
30190|Calis. Hotel Group Capital, LP|109542
30191|Culinairquality Price NV|359376
30192|Knights British TRUST Europe B.V.|-1
30193|Groupe Appcanada) Inc.|333992
30194|KSL GmbH Staub technik|550500
30195|EJ  Houwing BV|218709
30196|Dimen sional Funds Public Limited Company - Global Targ. Value Fund|-1
30197|HUKAcPAN S.R.L.|-1
30198|BlackRock Holdings Growth Portfolio|526478
30199|ZEDORA GmbH & Co. KG|-1
30200|SCI DU 40 R A LEMIRE|369317
30201|Tersk SCIAV Investors, LLC|-1
30202|RGA 26 DE PENS.|105508
30203|Agrargenossenschaft Bsl eben e.G.|-1
30204|Swiss Rock TRUST Money Fund|193888
30205|PS Inc.|-1
30206|EAvRL SICAV LENICQUE|538100
30207|REXECUR II|-1
30208|World., Inc.|-1
30209|Leve. Qual ified Trust - Leve. LDI SSgA UK Real Rate Swap 2040 Fund|365622
30210|Morsø Kommunes Legat LLC Ældre for og Handicappede|-1
30211|Automotivebergmann Trust Holding GmbH|316775
30212|M.W.J. Rutges Pensi on B.V.|-1
30213|Spar- und Bauverein Wetzlar-Weilburg einge tragene Genossenschaft|-1
30214|INVESTOR SOPHI STICATEDimited|-1
30215|LACHIFARMA S.R.L. LABORATORIO CHIMICO LIMITED FARMA CEUTICO SALENTINO|580412
30216|RWE Ljub. d.o.o.|315731
30217|HL Asia|473167
30218|UniCredit SICAV Zega Leasing GmbH|125268
30219|MZ S.R.L.|136595
30220|ITALY WOLZ Hodlings S.R.L.|-1
30221|Mecklenburgische Aktie ngesellschaft GmbH|291277
30222|ERTRAG Holding : ausgewogen|-1
30223|Cabinet du SC PM|369256
30224|GIANNITTI DOMEN.|594659
30225|Inte rvivos McHugh Wengerek Revocable Trust Holding|-1
30226|President and Board of of Santa Clara College|-1
30227|iOlt rans N.V.|315611
30228|LIMITED PART NERS TGC|-1
30229|Couchfamily Partnership|421030
30230|The House Of The Holy Comforter|64431
30231|County of Somerset|43916
30232|Reise.-Nordwest Klaus Widlich Gesellschaftmit beschränkter Haftung|474791
30233|701 Seventh FUND Mezza. 1 LLC|-1
30234|Mathi esen Holding A/S|-1
30235|GL, nc.|198230
30236|IM Offshore AS|362935
30237|RI ESTAB.|79560
30238|Envirosolutions, Inc Inc.|-1
30239|LC Corp XVIIinvest Sp. z o.o. 20 Sp. k.|306017
30240|E MAS - SNC  - DI FRANCO E MARISA|565960
30241|BERO Ltd CSP LTD|23832
30242|hedeboe as|561447
30243|Prudential ECM Provident Fund Scheme - Prudential Global Investment Bond Fund|-1
30244|LIMITED INnTERNATIONAL Investment LAKE|631977
30245|Rydex Variable Trust - Inverse Capital NASDAQ-100® Strategy Fund|313639
30246|WILO GmbH SE|625159
30247|Eaton Vance Income Munic ipal 2028 Termtrust|307284
30248|NGF LLC CANADAlimited|227207
30249|dCH AB|148501
30250|First., Inc.|456220
30251|Stuttgarter Divid.|207559
30252|Leinfefisk LIMITED AS|206880
30253|Ashford PH aPrt ners LP|397927
30254|Edel schrott eGen|212077
30255|KBCclick SICAV NV - Interest 37|346147
30256|Park Credit Capital Square Opportunities IkII (USD) Finance Limited|396431
30257|The EF Trust Fqnd|-1
30258|BGC SICAV II LP|492454
30259|Penne GmbH Inter national NV|-1
30260|JUiRADO HERMA NOS SL|543159
30261|TRACEP fFUND SL|410056
30262|Lone Star REF III (U.S.), LP|214562
30263|Global Natural Inc, |-1
30264|FFG|281586
30265|Fund Avenue Trust - Fund Avenuereal Estate Value Third|214958
30266|CO.RO.MET. SRL|189203
30267|PAM PANORAMA S.P.A.|-1
30268|Weiss Multi-LC|455238
30269|BIGV ALUE CAPITALsicav, S.A.|548950
30270|OS VA. SRL|293247
30271|TRS1 Inc|10772
30272|Northern Trust Common All Country World Indexacwi) ex-US Fund - Lending|2649
30273|DI PMF E C. S.N.C.|23473
30274|Holding GmbH|251740
30275|II-VI Ixncorporated|475414
30276|AG Oncon, LLC|319791
30277|Springaren Aktiie. Funds|496518
30278|Armadt Ekon omidata AB|619666
30279|iShares III Public Limited Company - iShares EURO STOXX 50 UCITS ETF Limited (cAc)|-1
30280|EDT B.V.|232827
30281|CIS of Cmop aniesllc Limited|-1
30282|Korimco NV|-1
30283|DI CLBG SICAV & C. S.N.C.|248548
30284|POCI RASPAIL|-1
30285|TTS ASA GROUP|-1
30286|ABVCO LIMITED|258355
30287|Gerbig GmbH|345183
30288|SKDH. LIMITED|353197
30289|Korea East-West FUND Power Co., tLd.|7227
30290|Hanover Gardens Inc, L.L.C.|-1
30291|DIWAR SRL|-1
30292|Institutional Cash Series FUND Public Limitedcompany - Institutional US Dollar Ultra SBF|-1
30293|SCI  TERRES DU GOLF|526306
30294|VALIC Company I - Science & Technology Fund|636908
30295|Maak Voort BV|60943
30296|Good rich Holding GmbH|149587
30297|The University of Oklahoma SICAV Foundation, Inc.|69067
30298|Albert GA mbH|-1
30299|Propack GmbH|5792
30300|OÜ Estectus|461450
30301|Notide Capital AB|243566
30302|Carl Stahl gbmh Trust|-1
30303|Linna Hold ings gasa Oy|409353
30304|LAGUNA NEGRA, FI|532489
30305|pStabe International|545506
30306|MAGYAR-LAKK FESTÉKGYÁRTÓ ÉS KERES. KORLÁTOLTfelelősségű TÁRSASÁG|-1
30307|Accountantskantoor H.G. Sihgtermans B.V.|300299
30308|"MS ""FSG & Co. KG"|1011
30309|GAIA AP2|427298
30310|LMA Irelandbayvk MAX Inc I Fund|175655
30311|Schleich Holding GmbH|214959
30312|Studio M.M. Design B.V.|-1
30313|El Centro Corner LLC|294927
30314|Steel Indus..|73779
30315|U C B|-1
30316|Etabl. WALLON|25433
30317|Vander Potp. BV|413967
30318|Elpkt. Üretim ve Ticaret A.Ş.|126393
30319|Citecta Holding AB|454024
30320|KBC NV - nEergy Company 5|-1
30321|Erich Löb GmbH|478413
30322|NEI Northwest Canadian Dividend Fund|-1
30323|CI Corporate Inter national Class Limited - Inter national Equity Value Currency Hedged Corporate Inter national Class|72026
30324|AXA WFF EUROPE OPPO.|37733
30325|Toholammin Osuuspankki|598907
30326|Fond Equity de Inve. ERSTE Global Deschis Romania|-1
30327|Manoag ement Salf..|-1
30328|AI  AML|291415
30329|Prudential Fund Funding LLC|331160
30330|McCoo., LLC TRUST|257011
30331|OCE, FI|-1
30332|EFSO CONSULTING SRL|325334
30333|Eurizon 35 - ET2 Luglio|262639
30334|AIG LLC|-1
30335|Tonopahcapital imited|45591
30336|CI de Mxeico S. de R.L. de C.V.|56875
30337|K&H megt akarítási cél - június SICAV nyíl. aa|529066
30338|SIMA RSAT, SL|-1
30339|Zeenaventures Limited|277584
30340|RPR mbH.|416434
30341|ARSOL, SA|639356
30342|GSST LIMITED & Co. KG|-1
30343|Jonas & Redmann Hold. PG|542852
30344|Bonita Finpnce|-1
30345|Pensionifond LHV Intress|394327
30346|Crossfire LLC Hold ings SP|493422
30347|HL Capital Ejendom A/S|158538
30348|CJ Vetp V.O.F.|148212
30349|Stichting de Baak, VNO Centrum Management-NCW|335254
30350|Cookie Fantasy Corporation|244703
30351|TRADE DISTR. LTD DPS|-1
30352|iuMe, Inc.|284945
30353|SCIA DELLO S.N.C. DI GIOV ANNA E NORMA FERRARI|81148
30354|STE Universal Tran sport GmbH|134872
30355|BL Co., Tech. Funds.|-1
30356|Jefferies International (Holdingslimited|332924
30357|DANA Finbncial SICAV Services SG|400216
30358|FK Qualifying Diver sified FK Investor Growth Fmnd|-1
30359|Nobilis Aktiebolag Equity|122886
30360|Mon ooods LIMITED Valle..|98364
30361|Partr idge Gardens|-1
30362|MANUFACTURAS MAHER II SL|184812
30363|PERS YSTECY SICAV FUND|-1
30364|RONIN EUROPE LIMITED|204918
30365|METRO trgovska družba d.d.|413095
30366|Pneu maticairtec GmbH Inc|93305
30367|aMn OM-IP Global Trading Limited|-1
30368|CHONGQING RONGCHANG HSBC RURAL BANKcompany LIMITED|253340
30369|Reckitt & HC Limited LIMITED|-1
30370|FUNDINGgreen BELMONT 2 LIMITED|520790
30371|Althe. SAS|206191
30372|East AR Trust|-1
30373|Mob Joint eVntu rellc|236669
30374|Perp. Advantage Investment Fund|393408
30375|GGGH Fund|513262
30376|Goldman Sachs Institutional II FP Limited Company - Corporate Credit Investment Fund|-1
30377|Fund Inc II Phoenix I, LLC|-1
30378|CTO GbH MEDICINA S.L.|571171
30379|Tandl. Forskningsfond|95051
30380|TES Tceh. Emalia Holding Sp. z o.o.|-1
30381|J.P.J. Koeman Holding B.V.|-1
30382|Mark-Ruhr gemei. GmbH|166020
30383|Trust Byrn Waud Reeve under the Anne Byrn Smith Waud Reeve under the Harold C. Smith Reeve Agre ement of May 3, 1934|431061
30384|KROMACHEM GmH|553068
30385|SPS GjmbH Aerostructureslimited|325371
30386|BRITISH ORTH OPAEDICagssociation|-1
30387|Ogra. Petfood Polska Spółka z United Odpow iedzialnością|595317
30388|AUTOC ARROZZERIA RICCO' S.N.C. DI RICCO' ATTILIO E C.|-1
30389|Nies electronicgmbh|27882
30390|Broad. LLC, Beach|174268
30391|ENER ZERO S.R.L.|622343
30392|Eurizon Stra. Protetta 2011 Trim estre III|-1
30393|Manulife Investment Exchange Funds Corp. - Manulife Stra tegic Balanced Holdings Yield Calss|-1
30394|SICK AG|457124
30395|Renin US LaC|-1
30396|A&Q Equity Limited (Extension) Alph. Limited|297385
30397|FpGK|424033
30398|APUS LIMITED|-1
30399|Amber TRUST Privatstiftung|177124
30400|Dr. ESFg Gesel lschaft mit beschränkter SICAV Haftung|-1
30401|Emir ates NBD Duration - Emir ates SS Highyield Fund|51429
30402|Hilvltop-Copel. Associates, L.P.|450468
30403|Damglobal Limited|461187
30404|RVX Global Trut Opportunity Masterfund (Cayman) LTD|270300
30405|Danske Invest SICAV - Europehigh Dividend|486086
30406|BALDI FRANCO|-1
30407|OSPA-Strategie: Offensiv|115863
30408|8TA, LLC|31784
30409|Bia Group International SA/NV|-1
30410|Druis Corp oration|-1
30411|CARTIERA Fund*GACOSA - S.P.A.|-1
30412|BRID. TRUST|-1
30413|SFHL|-1
30414|TOUCHSTONE PENSOIN FUND|62808
30415|Amevan SPRL|375083
30416|GtG Investments Ltd BV|426463
30417|Fund Hill Master Breton L.P.|201276
30418|Custom Ltd Inc Inter. Diamod.|375162
30419|EDLIB|-1
30420|Starg. Oy|195635
30421|Rose Cons ultaps|147644
30422|Advisor Seri. - Advisor Overs eas Fund|394944
30423|East Nashville LLC|-1
30424|ARERDAMENTI DUEzero S.R.L.|169339
30425|CAVOM DIVERSIFIE|289516
30426|Czapital One AG|568156
30427|FUND PARIBAS BNP III N.V. - FUND PARIBAS GLOBAL PROPERTY SECURITIES BNP|-1
30428|Gottlob und Emma Pfliger Stiftung Limited|329760
30429|H. van Veld. BV|229315
30430|TDD YCAP|-1
30431|Lord Abbett Bond-Dyebenture Fund, Inc TRUST.|-1
30432|Rese arch Solut., Inc.|-1
30433|SASOF II (F) Aviation IL|362425
30434|smart-invest I - EQUITY PROTECT|-1
30435|Ingram MI Ltd.|39223
30436|AN Livs AB|578333
30437|Stich. Garantiefondsreisgelden Limited|292146
30438|AE Investors Fuqnd V - AE Global Markets Equity|105282
30439|ROTOP. SOVRASTAMPA SRL|287372
30440|RED SAAVNNAH LTD|-1
30441|Mari. Maritime Enterprise|118084
30442|VRI Holdi ngs Holdi ngs LLC|493526
30443|BP Ltd Inve stment|607901
30444|Dr. qWarke. GmbH|273384
30445|MTBPS GmbH.|211851
30446|New Mill. Inves tment Properties, L.L.C.|-1
30447|REUNIDOS ANATOMOPATOLOGICOS SERVICIOS, S.L.|-1
30448|VTW TRUST|-1
30449|EJS, SL|507190
30450|Ophthotech Capital Corporation|-1
30451|Independent School No. D8F Lake, Mnin.|144239
30452|"""SZARVASI UNITRANS"" és SSKF Társaság"|154241
30453|Regal Beloit (YueYang Trust) Co., Ltd.|489892
30454|9600 8th Avenue S. Distr. Center Investors LLC|67456
30455|1 S.A.S. DSVD AMMINISTRAZIONE FUND S.R.L.|-1
30456|BSR Trust, LLC|509815
30457|Porthos Equity B.V.|197333
30458|Fiera Equity Inter. EF|-1
30459|Standard Chartreed Financebrunei) Berhad|-1
30460|MORG ANCEUTIACL S.R.L.|-1
30461|MRS A TM SETT.|305948
30462|PK Events GmbH|412707
30463|INSUNG Funds CORP.|108624
30464|SC Motor Inves tment Co.|531776
30465|AutoPartner PLUS s.r.o.|-1
30466|Platina Caiptal Manag ement Limited|520444
30467|DAVIDE MORO|94037
30468|Pala edino Duet UCITS Alternative Investable Index|21316
30469|S.A.R.L. Tech nologies Eruope|627651
30470|BETON CANDEO Holding S.R.L.|143030
30471|Heeinr. GmbH|177059
30472|UCP PLC|246032
